pendapatan_per_kapita,skor_aset,jumlah_tanggungan,kualitas_hunian,akses_sanitasi,radiasi_satelit_ntl
444297.64,48.02,5,1,1,27.04
3628995.27,77.11,1,4,0,43.45
186765.39,74.85,5,2,1,11.43
443028.05,25.91,5,4,1,31.03
1740359.3,45.3,2,1,1,43.06
332947.51,82.15,6,5,1,6.27
3694772.51,48.82,3,4,1,11.88
242857.02,66.25,3,2,1,4.22
935599.48,36.01,4,4,1,49.62
357496.57,15.06,5,5,0,29.09
630150.64,24.02,5,1,1,24.53
861277.48,44.15,3,5,1,16.99
638552.45,40.04,2,2,1,22.53
379131.49,86.13,6,1,1,38.82
130069.11,56.38,5,1,0,45.84
474581.68,63.31,6,4,0,5.34
592793.1,68.54,4,5,1,15.05
727159.95,55.19,4,4,1,9.54
1247009.33,75.42,3,3,1,21.83
618020.89,76.56,4,5,1,26.57
1083499.32,39.87,2,3,1,36.09
389549.69,17.21,3,1,1,43.8
258649.63,93.84,5,2,1,27.15
1347051.22,64.62,3,5,0,24.49
782337.71,70.26,6,3,1,28.83
343758.9,74.32,5,2,1,44.43
679416.32,62.1,3,3,1,32.46
230450.98,50.03,5,3,1,39.39
2003701.8,93.7,2,1,0,36.0
591142.38,71.85,5,2,1,46.18
2118286.73,81.9,3,1,1,40.87
146321.95,47.37,8,2,1,17.13
395102.66,86.91,4,4,1,42.73
759378.23,72.23,3,2,0,23.43
417476.52,73.42,7,3,0,42.38
871047.89,17.39,2,4,1,45.3
391449.21,62.48,3,3,1,34.29
672936.74,38.49,5,1,0,35.97
382024.37,66.87,8,2,1,7.14
190703.68,58.3,6,3,1,16.26
1490546.5,19.45,3,2,1,27.93
800251.48,55.05,5,3,1,0.28
358189.85,48.36,6,3,1,42.38
693250.32,76.0,3,2,1,18.54
921559.27,52.72,3,4,1,36.2
591153.49,50.9,2,2,1,38.49
1009405.1,71.16,2,3,1,27.45
136253.92,66.83,4,4,1,39.53
670940.32,94.31,5,3,0,34.15
258976.29,39.92,3,3,0,18.06
2443408.91,68.51,2,4,1,40.83
813239.36,24.22,2,4,1,31.84
291047.09,78.39,6,2,1,8.09
680247.84,76.82,2,4,1,38.66
556022.69,71.69,3,1,1,33.84
1548049.82,20.12,3,2,1,14.3
222830.71,93.94,2,3,0,42.11
853193.22,90.12,5,4,1,18.76
809524.08,41.46,3,2,1,27.68
320351.7,59.07,3,3,1,17.22
346694.85,85.56,3,1,1,36.25
1084248.74,52.04,5,2,1,29.1
124925.31,60.93,9,2,0,23.57
330835.78,61.28,3,4,1,1.11
980771.09,65.19,4,1,1,30.4
607335.94,58.92,4,1,0,31.16
1129453.74,44.51,1,3,1,9.14
564491.51,55.86,4,3,1,16.68
267869.19,84.07,4,2,1,43.95
479764.82,83.45,8,2,1,27.5
937084.01,75.67,4,5,1,21.81
909446.48,45.2,3,3,1,46.8
2463260.99,76.81,1,1,1,40.62
950699.59,42.97,6,1,1,4.96
660795.38,66.45,3,1,1,42.96
325221.98,58.23,3,2,0,7.57
649131.11,35.5,4,4,1,8.82
2310595.73,48.49,3,4,1,3.86
539283.74,80.58,2,2,1,24.12
266029.6,87.58,6,4,1,32.27
848525.43,27.45,3,4,1,37.71
639885.67,48.78,3,3,0,1.43
219955.37,46.85,5,3,1,8.98
1943434.9,51.57,2,2,0,31.1
3988306.46,93.01,2,2,0,26.33
557592.96,54.09,4,2,0,2.66
576316.26,80.56,2,4,0,46.78
260931.03,66.43,3,3,1,37.95
385781.38,19.11,6,2,0,18.0
961290.61,69.13,4,1,0,26.87
878954.45,65.0,3,3,1,18.78
989950.79,74.47,2,3,1,22.82
278451.48,16.33,5,4,0,29.85
171603.58,30.51,6,4,0,19.98
817949.96,75.39,4,4,1,31.07
490094.16,41.5,7,3,0,23.31
130718.66,87.42,6,4,1,32.9
1029378.19,54.0,5,3,1,13.18
559615.28,10.09,5,2,1,8.64
1530560.4,69.4,3,2,0,0.78
221555.63,53.64,4,2,1,30.14
124815.93,36.95,7,2,1,49.04
453306.63,11.74,4,3,1,21.08
1340460.11,26.89,2,3,0,10.71
970975.99,23.74,6,2,0,0.75
757177.5,59.54,4,2,1,25.69
857043.58,75.41,2,3,1,49.64
357026.82,29.94,3,1,1,49.19
1382477.94,69.31,3,3,0,5.16
555725.4,86.49,2,2,1,40.84
1053515.5,62.83,5,4,1,8.75
417932.35,75.93,4,3,0,40.49
858197.7,27.36,6,2,1,42.69
993258.75,16.37,3,3,1,0.49
608766.72,41.06,3,3,0,11.94
725934.45,70.27,2,2,1,2.92
269330.84,68.32,6,4,1,25.0
512754.32,91.18,5,3,1,1.43
519176.68,63.55,4,2,1,31.34
231411.71,44.96,6,4,1,27.96
598396.51,77.76,3,1,0,19.03
415695.5,23.01,5,5,1,23.14
276402.21,79.11,2,3,0,49.51
2610104.64,41.1,1,4,1,8.47
275370.54,23.09,4,3,0,36.58
248129.53,23.78,4,2,1,32.3
102917.53,93.61,7,4,1,33.22
225269.38,62.97,3,2,1,17.35
175833.64,24.81,5,3,1,10.9
431911.13,32.83,3,2,0,32.58
3200470.22,41.63,2,2,0,45.64
241038.69,14.75,6,3,1,48.8
441181.73,19.22,5,4,0,24.1
1260654.58,74.75,2,3,1,21.34
714992.14,76.88,3,1,1,17.51
315455.99,94.0,6,4,1,40.52
483920.81,15.75,2,3,1,12.84
1183826.05,85.58,4,3,1,25.7
977309.35,36.96,6,2,1,17.32
240816.98,37.87,3,3,1,43.8
357528.57,20.82,3,2,1,14.21
419080.97,93.84,4,1,1,34.36
370520.86,93.38,3,4,1,29.48
671510.53,83.51,4,3,1,16.49
426950.94,17.72,3,3,1,12.81
1453660.95,81.54,5,2,1,40.21
1012602.99,63.94,4,3,0,25.57
450496.91,20.95,5,2,1,30.61
611966.17,32.25,6,3,1,48.11
962458.18,68.58,4,2,1,19.96
706786.79,78.29,2,2,1,40.73
607509.12,82.09,2,5,1,31.97
692645.46,56.23,3,1,1,29.72
831251.2,55.44,4,4,1,2.82
359215.14,68.16,6,1,1,45.63
256578.47,76.11,3,3,1,11.51
612410.54,24.5,2,1,1,23.71
237085.17,72.89,8,3,0,37.63
315792.67,39.04,6,2,0,26.16
2158476.09,42.62,3,4,0,0.32
287734.93,16.61,3,3,1,47.46
895145.23,60.02,3,1,1,1.12
1615016.25,17.94,3,3,1,4.59
3873707.69,87.62,2,3,1,11.28
388895.98,62.78,4,4,0,29.99
887572.41,94.17,3,3,1,48.56
398692.64,30.88,7,3,0,46.14
318500.36,67.77,7,3,1,32.6
622862.2,91.98,3,4,1,37.11
429263.3,35.38,6,3,1,35.62
216968.0,18.19,2,3,0,34.38
746348.06,63.89,4,4,0,40.64
356449.29,41.12,6,5,1,17.06
578331.65,33.21,3,4,0,11.13
2256905.15,94.45,3,5,1,17.45
1322506.81,74.1,1,2,1,2.53
389204.44,51.26,4,2,1,48.36
1091619.04,14.25,6,2,1,37.0
401174.16,26.29,3,4,1,10.75
285070.82,35.4,5,4,1,12.86
907671.28,51.41,2,3,1,49.63
656713.27,52.27,5,1,0,38.43
561511.28,12.1,4,2,1,21.34
152156.57,90.19,6,4,1,10.41
240130.88,56.14,6,2,1,2.12
1377233.51,11.68,1,3,1,33.5
946494.27,69.61,2,3,1,39.02
639992.56,16.06,4,2,1,5.48
637066.35,71.3,4,5,1,0.22
97585.36,69.63,7,2,1,17.94
3754120.49,93.72,1,4,1,33.41
461438.19,39.07,5,3,0,46.2
758395.09,22.27,6,1,0,43.99
1294159.25,17.81,2,4,1,34.46
639878.96,16.1,6,4,0,40.72
524651.38,78.88,5,4,0,17.86
1482326.19,71.08,3,3,1,12.33
339052.02,92.95,8,4,0,6.3
623209.84,36.28,3,5,0,9.16
2583998.45,78.26,3,1,0,48.15
1126707.23,17.91,3,1,1,46.5
932509.26,86.83,3,1,1,2.44
153653.89,14.41,6,4,0,23.55
228826.89,76.97,4,3,1,18.73
2363441.29,36.13,1,2,0,32.62
2163662.01,25.4,1,1,1,16.49
685826.03,69.88,2,3,0,14.1
359629.69,86.15,6,4,0,40.48
857191.55,74.95,6,4,1,47.36
1504685.26,36.61,2,4,1,10.22
166647.39,40.05,6,4,1,11.84
463610.64,26.09,4,1,0,21.01
203874.65,80.05,6,4,1,35.34
261874.48,19.1,6,3,1,8.44
515667.94,86.77,3,4,1,23.45
297739.65,61.1,5,3,0,42.06
466853.88,60.05,2,3,1,11.78
612188.12,81.21,3,1,1,2.48
283281.82,66.74,5,5,0,45.35
56986.59,35.86,6,2,1,39.4
3397790.87,39.71,2,3,1,34.97
1905232.51,24.71,2,2,0,4.46
791015.14,49.45,2,2,0,44.98
1002637.16,19.36,2,4,1,15.33
490833.48,65.51,2,2,1,10.65
1828161.62,24.38,3,2,1,24.43
2063183.9,83.43,3,2,1,46.15
363035.81,69.54,6,3,1,49.73
1221397.31,85.78,3,3,1,30.74
367108.45,17.4,6,2,0,47.78
177819.95,77.87,5,3,0,22.72
221238.33,84.87,7,5,0,1.58
306583.87,13.79,7,2,1,13.86
215639.05,94.92,7,3,1,15.16
869488.91,35.55,2,3,1,39.16
625650.99,28.0,3,2,1,6.3
314806.5,45.27,6,3,0,8.83
340985.63,10.73,6,2,1,30.75
349767.76,85.3,3,4,1,6.62
214922.08,32.82,6,1,1,24.83
183470.93,54.34,5,3,0,1.85
891263.12,63.0,4,2,1,33.48
186838.44,77.24,3,4,1,45.43
1320527.61,31.27,3,3,0,43.76
1518445.01,70.96,3,4,1,3.77
551324.78,20.0,3,5,1,29.59
103966.44,69.86,4,2,0,5.28
228046.2,88.14,7,4,1,2.77
953926.9,17.23,2,4,0,30.56
216252.75,19.92,5,1,1,28.67
727756.49,57.36,2,1,1,4.78
1655319.88,13.94,3,4,1,18.06
590968.73,25.93,5,3,1,15.9
379514.94,26.17,3,3,1,17.19
253426.27,50.91,3,4,1,16.73
232787.07,31.12,7,5,1,41.25
348881.65,50.42,5,1,0,17.75
1335174.2,54.3,2,2,1,16.59
719033.19,72.1,2,4,0,1.58
673743.92,90.41,4,4,0,39.54
1582945.74,52.82,4,4,1,33.03
808556.83,40.18,4,1,0,17.14
385273.59,31.99,5,3,0,22.65
1776418.32,63.95,1,3,1,39.72
400192.82,90.15,4,2,1,17.28
1006601.32,75.0,4,4,1,23.72
453612.98,27.52,3,2,1,1.09
339549.21,85.93,6,3,1,45.92
681537.43,72.52,3,2,1,18.62
293458.52,20.88,5,1,1,14.89
217559.21,70.59,4,3,1,30.5
1203371.21,34.6,2,2,1,26.38
955748.84,51.77,2,1,0,20.11
669207.81,35.52,4,2,1,46.13
719774.06,17.15,2,3,1,18.21
1031163.59,75.33,4,1,1,49.92
146458.03,80.44,8,1,1,39.48
1846148.03,29.72,3,5,1,45.18
138965.39,30.37,5,1,0,14.21
857905.94,46.55,3,2,1,3.6
879093.13,78.97,3,1,1,21.02
410057.83,16.57,3,5,0,15.74
1278872.24,78.74,2,3,0,3.13
1424168.81,88.43,3,1,1,3.67
104869.37,57.73,5,4,0,8.8
893618.83,15.13,3,4,1,18.95
148067.75,32.91,3,5,1,46.77
1110811.2,19.47,1,4,1,32.92
2634891.7,32.04,2,1,0,19.98
349631.99,79.0,4,3,1,39.99
196071.39,14.73,5,2,1,28.47
440181.76,34.13,4,4,1,20.93
1371349.56,53.94,5,3,0,7.3
165164.35,84.29,4,4,0,46.36
131896.46,31.25,8,2,1,31.23
2434645.77,76.16,2,3,0,22.02
1511067.7,59.6,4,3,1,21.97
1863452.05,67.49,1,5,0,38.28
235690.32,83.25,4,1,0,9.05
1394530.26,12.25,5,4,0,20.94
1720375.51,55.03,3,1,1,3.24
1489902.16,73.51,2,1,1,4.09
304450.63,85.19,4,2,0,26.36
320880.14,21.28,6,4,0,19.1
257268.05,39.02,7,3,1,36.0
483628.76,16.68,5,3,0,49.34
4735514.15,80.97,1,4,0,42.99
672133.53,82.88,5,2,0,22.15
346265.83,51.1,3,3,0,18.96
1509494.8,11.77,3,3,1,29.29
797523.83,18.69,3,3,1,4.67
748588.8,63.07,4,3,0,49.38
1194968.23,93.52,4,2,0,49.05
203539.21,81.3,5,5,1,46.16
970296.98,77.82,2,5,0,33.14
720701.33,45.53,2,3,1,25.21
257988.96,93.74,3,3,0,35.36
610315.69,80.12,4,3,0,15.79
2236985.08,38.53,4,1,1,42.63
109556.3,73.62,6,2,1,6.82
486181.49,46.76,4,5,1,40.19
2911927.41,66.14,1,3,1,43.39
355786.98,92.45,6,3,0,8.59
926320.89,30.95,2,5,1,23.98
303112.07,77.58,3,4,0,44.59
379994.7,60.18,6,3,1,47.97
251828.53,90.75,5,2,1,40.59
266438.79,21.43,2,1,1,47.05
812050.18,71.18,5,4,1,46.86
320339.36,13.16,11,5,1,48.99
511295.11,30.96,4,3,1,20.73
568723.95,37.27,4,1,1,14.42
472195.92,46.74,8,3,1,31.68
453688.39,92.05,5,2,0,9.52
1136880.02,15.75,3,2,1,27.9
276440.59,24.36,6,5,0,29.01
1089136.66,27.26,4,2,1,40.34
801194.6,46.04,3,4,1,18.15
371265.12,15.16,6,3,1,30.13
231345.83,92.06,4,4,0,45.17
392547.98,57.59,6,4,1,21.15
240719.86,79.13,5,1,0,28.63
450637.3,75.66,3,3,1,39.39
303907.99,66.17,4,2,0,12.56
348588.27,86.87,3,4,1,5.26
1418946.04,86.7,5,3,1,34.12
1101858.74,20.86,4,2,1,18.59
2091952.11,86.66,3,2,0,19.14
237986.36,54.53,4,1,0,46.51
689788.26,32.79,3,2,0,20.45
228114.06,61.72,4,4,1,47.69
435378.39,33.88,3,3,1,5.41
285737.68,50.72,4,2,0,17.21
834270.1,79.4,5,4,0,34.68
521075.33,12.74,3,3,0,6.39
3764131.07,25.56,1,4,1,19.41
2848982.68,91.31,1,4,1,42.6
3949249.31,47.83,2,4,0,38.11
272044.57,35.78,3,4,1,14.18
2110409.92,88.48,2,3,1,17.89
1972312.64,87.45,2,4,1,25.3
221136.36,13.76,5,4,0,36.59
3628318.96,40.81,1,2,1,7.68
606459.13,87.59,4,2,1,26.43
432449.09,25.28,4,1,0,3.76
604702.29,59.15,2,2,1,19.95
429304.63,37.27,3,4,0,9.63
2260903.27,72.61,3,5,0,15.52
1983571.75,23.45,1,3,1,16.64
792528.42,60.66,4,4,1,38.53
308404.04,10.0,4,2,0,13.33
310454.88,31.47,4,4,0,33.22
948746.13,23.78,4,2,1,26.71
441135.38,27.84,2,4,0,40.23
386380.29,83.14,4,4,0,16.15
404731.25,87.76,5,5,0,49.73
706593.82,74.18,3,4,1,14.86
593582.65,60.16,3,2,1,29.02
314283.38,29.62,8,1,0,31.65
1502387.81,33.35,2,4,0,26.95
280095.88,36.34,11,3,1,42.96
548734.79,76.05,2,4,1,5.74
1671959.65,31.5,1,2,1,29.9
1015166.66,92.74,4,1,0,25.37
847879.62,77.7,4,1,0,20.92
217507.8,94.98,4,3,0,17.38
612064.89,49.03,4,1,0,7.73
121009.82,60.09,5,4,0,32.53
1019694.63,33.83,2,3,1,5.97
1547832.08,61.32,4,3,0,41.48
187119.91,92.78,6,4,1,22.44
400630.12,12.58,3,2,1,30.31
783968.02,34.59,4,3,1,3.98
261897.06,33.91,3,4,0,4.76
678201.56,93.5,2,5,0,11.87
945295.06,21.28,3,2,0,39.01
225859.64,79.05,6,3,1,24.34
430250.83,33.34,4,5,0,15.61
1549378.2,83.15,2,3,1,42.49
1276688.88,51.46,2,4,1,9.68
387833.56,30.59,6,5,1,13.05
539239.1,70.33,3,5,1,38.86
618926.81,81.53,4,4,0,1.45
306815.21,49.96,6,3,0,11.09
2609536.99,70.69,1,1,1,26.11
245261.76,25.43,6,2,0,45.76
444259.56,89.7,4,2,1,13.37
547368.84,18.2,2,1,1,10.73
647182.2,28.87,3,1,1,48.75
304706.75,34.51,4,2,1,26.27
203238.25,22.98,5,1,1,3.22
463128.01,44.57,5,2,1,13.9
563177.15,48.91,4,1,1,26.73
1057176.2,54.08,3,3,0,3.69
765418.08,13.47,2,4,1,34.66
361827.03,28.62,7,4,1,26.17
459879.18,78.66,6,5,1,35.52
2589212.37,78.9,1,4,0,17.15
604079.21,38.05,2,2,0,21.06
542163.95,49.2,4,4,1,46.41
411154.65,25.59,6,4,1,10.61
995658.79,79.88,2,3,1,2.07
141749.83,91.32,4,4,1,49.11
363863.58,34.76,6,1,1,0.47
3739159.62,76.46,2,3,0,44.42
399385.37,39.95,4,3,0,41.32
427000.92,10.22,3,4,1,24.43
413432.55,60.98,6,1,1,35.3
478297.89,44.88,5,2,0,5.34
2027864.69,74.47,2,3,0,38.21
133168.29,73.64,7,5,1,39.21
1025013.01,90.41,3,1,0,2.66
941887.34,47.21,3,4,1,24.91
364132.89,51.01,5,2,0,47.41
1214769.87,44.03,2,1,1,47.56
919311.34,35.24,4,2,1,49.23
836594.59,64.22,4,3,1,32.87
249669.68,80.38,4,4,1,7.14
810819.34,23.41,4,3,1,20.7
381455.29,93.46,5,3,0,36.37
414275.52,68.12,5,2,1,14.26
517944.74,76.31,4,2,1,40.53
452960.34,94.9,4,4,0,43.08
810645.88,52.84,5,1,1,38.2
471405.94,16.06,4,1,1,17.17
337614.51,77.17,3,4,1,37.1
391440.08,84.02,4,5,0,3.71
551789.81,23.8,4,1,1,16.83
1381826.29,12.05,3,3,1,38.3
711807.26,21.55,4,2,1,39.76
297563.96,37.54,4,1,1,16.01
1761499.58,88.56,5,4,1,48.02
290518.82,10.21,8,3,1,13.74
1065484.39,78.32,4,1,0,33.03
362048.49,82.66,5,4,1,43.96
682638.82,78.94,4,3,1,27.61
656214.63,16.99,5,4,1,20.68
823631.84,67.73,5,3,0,10.65
1246448.29,91.08,3,2,0,9.9
836535.17,20.23,4,3,0,8.03
410303.99,12.69,4,2,1,22.21
703487.36,84.26,2,2,0,27.44
1210346.6,64.82,2,3,0,41.97
1156911.55,64.95,3,1,0,10.95
578246.36,91.98,3,2,1,37.78
751378.85,75.43,5,3,1,34.74
1580035.32,43.78,3,4,1,31.76
381396.64,47.05,3,3,1,17.03
300004.64,22.3,4,4,1,15.97
607533.55,35.84,3,5,1,37.97
1192330.58,47.86,2,5,1,13.8
361842.9,32.19,4,4,0,16.55
1487651.59,87.85,3,3,1,48.26
852414.19,11.0,3,1,0,49.92
676749.14,59.9,3,3,1,0.19
139622.11,75.59,6,3,1,34.37
300108.16,72.23,3,3,0,26.82
782299.75,64.72,3,2,1,23.06
137881.27,44.88,4,3,1,13.86
910080.27,88.07,4,5,0,25.41
360652.36,37.96,5,2,0,22.88
3469640.07,73.76,4,2,1,20.13
1583759.23,88.77,5,3,1,42.51
444558.17,20.91,4,2,1,13.61
930103.01,90.5,2,4,0,29.91
900814.42,75.96,4,3,0,43.22
1377263.62,62.41,4,2,0,48.95
371028.96,41.74,2,4,0,30.18
169715.77,86.86,4,2,1,26.05
455051.93,13.74,3,4,0,42.04
2812663.76,46.71,1,1,0,9.5
2671429.16,74.31,1,3,1,31.54
1255758.82,78.95,3,2,1,3.3
193057.54,27.19,5,4,0,33.03
164670.44,14.05,3,4,1,39.81
663557.38,78.24,5,4,1,3.24
603158.36,45.86,2,3,0,42.44
147651.92,22.2,4,4,1,6.26
540767.06,17.27,4,3,1,8.87
3191193.09,64.45,1,3,1,41.84
921371.45,59.54,2,1,1,6.32
301297.39,82.59,5,4,1,33.73
450488.71,12.68,4,3,1,14.81
793733.6,83.82,2,4,1,12.49
441540.29,85.42,2,4,0,32.54
258268.15,47.94,5,2,1,5.43
677709.21,16.52,4,2,1,28.77
343553.1,90.47,7,4,0,46.23
365520.05,16.12,6,2,0,42.59
272833.38,60.21,4,1,1,42.57
444543.74,51.92,4,1,1,15.22
179001.36,80.98,3,2,1,35.09
735623.49,52.72,3,1,0,39.03
2336506.55,49.88,2,4,1,45.08
818739.07,84.86,1,3,1,13.28
199293.37,91.94,7,2,1,38.07
1207807.01,56.69,2,3,1,11.69
840933.34,48.65,5,1,1,1.49
303042.19,80.64,5,4,0,24.14
654418.69,80.64,2,3,1,38.32
101405.91,37.15,6,1,0,10.8
703237.95,58.98,3,2,0,2.52
1350259.98,23.1,5,4,1,18.75
1170882.03,64.02,2,2,1,10.22
489107.83,80.89,4,5,1,19.17
267272.71,25.94,9,4,1,46.05
393921.48,37.46,5,4,1,37.22
1217355.42,48.16,1,1,1,18.71
649871.57,81.83,5,2,0,16.32
324339.72,72.17,7,2,1,46.07
667941.36,36.93,3,1,1,44.45
220872.85,30.66,5,5,0,30.24
2167223.86,69.13,2,1,1,17.94
1477222.9,50.79,2,2,1,39.64
474318.92,60.45,3,4,0,33.22
1205593.61,65.14,3,1,0,28.28
294201.32,57.49,5,3,1,36.95
310054.55,62.11,4,5,0,6.81
628462.07,85.44,2,2,1,46.51
114187.76,83.8,6,4,1,48.65
375876.26,22.67,7,1,0,17.79
165217.61,59.85,4,3,1,47.35
237195.35,47.34,4,2,1,39.81
142679.03,34.27,4,3,1,47.06
313827.49,63.65,6,3,1,45.88
603919.04,53.43,3,2,1,10.13
407455.87,75.87,4,3,1,13.08
212142.92,17.94,5,1,1,13.1
245331.44,35.73,4,4,0,4.81
654958.76,12.19,4,4,1,19.94
356245.18,73.41,4,3,0,18.19
2397207.3,87.56,1,2,1,17.26
1165721.53,59.93,1,5,0,17.51
552574.36,62.44,4,3,1,3.2
619121.41,13.95,7,2,1,9.38
402636.45,52.82,7,4,1,14.87
516039.93,54.78,3,3,1,44.46
385601.57,13.31,6,1,1,46.33
572053.96,76.5,3,1,1,14.33
498039.04,33.66,4,5,1,34.74
1630885.0,71.49,1,2,1,42.55
598862.07,44.25,3,3,0,25.36
450367.01,94.63,5,1,1,37.8
273126.52,28.04,4,3,1,48.8
153977.62,14.95,7,2,1,8.19
172376.54,93.29,5,1,1,3.61
151812.19,30.73,5,4,0,32.04
159192.73,64.0,6,4,1,25.47
363639.41,41.84,6,4,0,14.9
1160460.53,64.37,1,1,1,45.84
539679.52,60.66,5,2,1,42.31
674829.92,70.12,3,2,1,13.29
152147.1,11.57,4,3,0,38.73
489542.17,81.08,6,4,0,41.44
1075038.36,50.69,3,3,1,16.33
273043.95,54.1,4,4,1,5.05
850434.47,44.94,3,3,0,42.54
169429.28,94.1,7,3,1,4.93
1051212.74,78.13,2,1,1,23.98
309492.35,36.47,3,3,0,9.8
169031.74,76.56,4,3,1,46.38
315171.36,47.14,5,3,1,5.45
920447.69,83.95,2,2,0,5.93
520622.19,12.62,3,2,1,35.12
324801.46,40.21,3,2,0,10.36
519929.38,46.53,3,1,1,6.7
582615.36,73.26,4,4,1,8.49
482516.22,25.5,4,3,1,29.84
2212205.67,34.33,1,3,1,11.21
221056.02,71.53,6,3,0,18.92
800981.27,16.53,5,2,1,42.5
195801.78,27.1,5,4,1,8.87
2656542.91,74.04,1,5,0,41.33
1007356.66,84.42,4,3,0,38.79
529192.18,71.95,5,3,0,41.58
585296.11,54.81,3,2,1,17.42
722068.0,18.42,2,3,0,23.67
1230634.32,80.31,3,3,1,35.38
168851.88,20.54,5,5,1,1.97
276960.75,42.73,4,3,1,33.22
520660.28,14.29,3,2,1,6.09
1388840.75,70.32,3,3,1,14.47
622541.9,52.8,4,5,1,40.51
369741.82,87.15,3,4,0,31.81
411482.19,21.79,4,1,1,31.13
685743.5,79.63,2,2,1,11.42
215856.07,53.41,6,2,0,33.43
1783675.27,41.12,2,4,1,6.67
217653.53,64.7,4,3,1,48.24
1301429.91,77.19,4,4,1,12.71
1086340.78,47.42,3,2,1,41.35
1271750.32,29.79,3,5,0,46.02
375473.03,87.84,4,1,1,8.67
362434.0,36.6,5,2,1,0.59
209779.98,94.85,4,1,1,43.73
1447288.78,75.22,1,2,0,38.22
888758.32,68.46,3,5,0,7.8
2157564.63,11.05,2,1,0,41.54
510200.33,48.13,2,1,1,40.54
398077.53,52.71,4,5,1,23.12
603564.49,41.99,3,4,1,47.35
286047.79,22.75,3,3,1,29.15
706808.6,41.23,4,1,1,22.2
428049.24,16.37,3,4,1,0.76
440855.06,34.73,4,3,0,47.64
377957.11,17.11,4,2,1,6.51
411590.67,73.96,3,2,1,14.88
394879.17,67.05,5,3,0,36.5
580718.82,89.89,3,3,0,0.37
396563.28,42.29,4,4,1,27.18
426902.42,76.83,3,4,1,8.03
800588.62,59.95,3,4,0,1.22
1782554.62,64.92,3,4,1,32.12
539090.09,56.53,4,4,1,30.19
901104.55,76.23,4,3,0,36.74
215253.67,13.57,4,4,0,30.95
726536.92,16.84,3,3,1,22.16
256602.8,18.15,4,3,0,23.98
408684.14,34.54,2,4,1,11.08
254470.26,60.25,5,2,1,4.28
810739.19,64.88,5,4,1,43.06
1168693.72,70.57,3,5,1,34.6
1146994.56,33.86,2,2,1,6.23
197616.84,65.27,4,3,0,13.29
440619.62,20.0,4,1,1,43.18
792072.11,10.85,3,4,0,48.0
440596.08,69.05,5,3,1,39.58
131174.78,70.83,5,3,1,28.54
387393.79,62.88,3,1,0,43.47
381595.12,32.0,5,4,1,31.38
683840.64,88.83,4,2,1,35.0
265448.5,84.43,2,3,1,41.36
359794.28,53.82,5,3,1,17.76
2160454.69,94.08,1,3,1,39.25
550183.82,35.38,6,1,0,10.43
1502389.46,51.75,2,4,1,9.79
562476.64,88.87,5,4,1,40.59
408980.77,49.28,3,3,0,28.23
315543.41,50.04,2,3,1,20.75
261034.76,16.75,6,2,0,26.22
904090.49,27.96,4,5,1,48.9
1524932.08,23.42,3,4,1,44.72
1012281.42,58.05,3,3,1,25.43
320668.43,37.07,8,5,1,27.4
497995.28,16.55,5,2,1,30.75
473409.7,53.35,3,3,0,39.56
1833915.44,66.88,1,3,0,43.7
1799158.16,72.6,3,5,1,7.41
563159.41,81.19,2,3,0,31.45
1741495.85,50.97,3,3,1,11.44
408598.69,43.2,4,1,1,31.13
1097960.48,68.15,4,1,1,8.65
213121.27,11.14,4,3,0,40.42
563602.56,63.85,5,2,1,33.08
637169.34,44.48,2,1,1,43.31
169634.56,48.49,5,5,0,47.23
452110.78,35.18,5,5,0,46.7
1211137.77,20.82,3,2,1,7.34
238851.48,44.12,5,4,1,18.9
115229.41,36.2,7,4,0,24.21
268064.52,91.61,7,3,1,39.47
627140.9,90.2,3,2,1,0.84
918391.9,64.73,3,1,0,46.28
3505195.11,86.81,1,1,1,20.42
478330.18,73.86,4,4,1,31.59
3018150.57,39.4,2,2,1,49.03
378049.86,61.33,6,3,0,44.14
268440.52,28.73,6,3,1,18.17
188483.4,68.41,4,2,1,24.28
564554.38,13.81,3,1,1,38.52
405093.62,80.66,4,2,0,37.2
705558.5,59.57,5,4,1,35.27
872290.58,14.97,3,4,1,0.63
244283.37,84.1,4,1,1,10.03
732882.26,84.6,3,1,1,11.16
988858.39,82.49,3,4,1,12.61
2479758.25,75.82,2,2,0,4.9
1688506.89,67.62,2,3,1,40.35
521648.11,43.74,6,3,0,17.13
685181.68,21.59,3,3,0,38.8
417161.09,34.55,6,1,0,46.58
1398751.56,39.5,3,5,1,15.72
445604.19,40.44,2,1,1,22.74
267955.7,58.07,6,1,1,4.47
249451.76,27.71,5,2,0,14.81
622312.41,26.12,4,5,1,27.36
2073992.65,70.94,2,1,1,9.09
197976.83,10.64,7,4,1,26.9
157503.84,22.71,3,2,1,15.71
387074.78,46.97,4,1,1,49.5
3430046.03,22.67,1,4,1,18.85
684390.25,91.58,4,4,1,2.05
512714.19,66.96,5,4,1,23.7
335227.98,46.79,5,2,1,16.77
184083.3,19.54,5,4,1,18.56
2701118.74,42.74,1,1,1,18.59
240384.02,65.3,5,2,1,44.07
1225302.82,92.35,6,3,0,24.96
698024.84,50.18,4,1,1,12.72
466493.2,68.86,3,3,0,39.65
343476.68,26.61,4,3,0,22.23
312535.71,63.01,6,5,1,7.35
1717360.1,30.32,1,3,1,49.93
775034.14,26.84,5,2,1,1.47
